Gewerk;Unternehmen;PPS_Nummer;PLZ
Maler;Materne;1917;11
Maler;A&O Voichuk;0;11
Maler;Modsching;811;12
Maler;Schmidt;1137,1443;12
Maler;Materne;1917;12
Maler;A&O Voichuk;0;12
Maler;Modsching;811;13
Maler;Schmidt;1137,1443;13
Maler;Materne;1917;13
Maler;A&O Voichuk;0;13
Maler;Modsching;811;14
Maler;Schmidt;1137,1443;14
Maler;Materne;1917;14
Maler;A&O Voichuk;0;14
Maler;Modsching;811;15
Maler;Schmidt;1137,1443;15
Maler;Materne;1917;15
Maler;A&O Voichuk;0;15
Maler;Modsching;811;16
Maler;Schmidt;1137,1443;16
Maler;A&O Voichuk;0;16
Maler;Modsching;811;17
Maler;Schmidt;1137,1443;17
Maler;A&O Voichuk;0;17
Maler;Modsching;811;18
Maler;Schmidt;1137,1443;18
Maler;A&O Voichuk;0;18
Maler;Modsching;811;19
Maler;Wiesbauer;1385;19
Maler;Schmidt;1137,1443;19
Maler;A&O Voichuk;0;19
Maler;Wiesbauer;1385;20
Maler;Mecklenburg;1061;20
Maler;Modsching;811;20
Maler;Schmidt;1137,1443;20
Maler;A&O Voichuk;0;20
Maler;Wiesbauer;1385;21
Maler;Mecklenburg;1061;21
Maler;Modsching;811;21
Maler;Schmidt;1137,1443;21
Maler;A&O Voichuk;0;21
Maler;Wiesbauer;1385;22
Maler;Mecklenburg;1061;22
Maler;Modsching;811;22
Maler;A&O Voichuk;0;22
Maler;Wiesbauer;1385;23
Maler;Mecklenburg;1061;23
Maler;Modsching;811;23
Maler;A&O Voichuk;0;23
Maler;Wiesbauer;1385;24
Maler;Mecklenburg;1061;24
Maler;Modsching;811;24
Maler;A&O Voichuk;0;24
Maler;Wiesbauer;1385;25
Maler;Mecklenburg;1061;25
Maler;Modsching;811;25
Maler;A&O Voichuk;0;25
Maler;Wiesbauer;1385;26
Maler;Modsching;811;26
Maler;Aurora;0;26
Maler;A&O Voichuk;0;26
Maler;Wiesbauer;1385;27
Maler;Modsching;811;27
Maler;Aurora;0;27
Maler;A&O Voichuk;0;27
Maler;Wiesbauer;1385;28
Maler;Modsching;811;28
Maler;Aurora;0;28
Maler;A&O Voichuk;0;28
Maler;Wiesbauer;1385;29
Maler;Modsching;811;29
Maler;Schmidt;1137,1443;29
Maler;Aurora;0;29
Maler;A&O Voichuk;0;29
Maler;Wiesbauer;1385;30
Maler;Modsching;811;30
Maler;Schmidt;1137,1443;30
Maler;Aurora;0;30
Maler;A&O Voichuk;0;30
Maler;Wiesbauer;1385;31
Maler;Modsching;811;31
Maler;Schmidt;1137,1443;31
Maler;Aurora;0;31
Maler;A&O Voichuk;0;31
Maler;Wiesbauer;1385;32
Maler;Modsching;811;32
Maler;Aurora;0;32
Maler;A&O Voichuk;0;32
Maler;Wiesbauer;1385;33
Maler;Modsching;811;33
Maler;Aurora;0;33
Maler;A&O Voichuk;0;33
Maler;Modsching;811;34
Maler;Wiesbauer;1385;34
Maler;Materne;1917;34
Maler;Aurora;0;34
Maler;A&O Voichuk;0;34
Maler;Modsching;811;35
Maler;Wiesbauer;1385;35
Maler;Tanriverdi;1979;35
Maler;Aurora;0;35
Maler;A&O Voichuk;0;35
Maler;Modsching;811;36
Maler;Wiesbauer;1385;36
Maler;Materne;1917;36
Maler;Aurora;0;36
Maler;A&O Voichuk;0;36
Maler;Modsching;811;37
Maler;Wiesbauer;1385;37
Maler;Materne;1917;37
Maler;Aurora;0;37
Maler;A&O Voichuk;0;37
Maler;Modsching;811;38
Maler;Wiesbauer;1385;38
Maler;Materne;1917;38
Maler;Schmidt;1137,1443;38
Maler;A&O Voichuk;0;38
Maler;Aurora;0;38
Maler;Modsching;811;39
Maler;Wiesbauer;1385;39
Maler;Materne;1917;39
Maler;Schmidt;1137,1443;39
Maler;A&O Voichuk;0;39
Maler;Aurora;0;39
Maler;Wiesbauer;1385;40
Maler;Modsching;811;40
Maler;Aurora;0;40
Maler;Heidemann;0;40
Maler;A&O Voichuk;0;40
Maler;Schützeberg;0;40
Maler;Wiesbauer;1385;41
Maler;Modsching;811;41
Maler;Aurora;0;41
Maler;Heidemann;0;41
Maler;A&O Voichuk;0;41
Maler;Schützeberg;0;41
Maler;Wiesbauer;1385;42
Maler;Modsching;811;42
Maler;Aurora;0;42
Maler;Heidemann;0;42
Maler;A&O Voichuk;0;42
Maler;Schützeberg;0;42
Maler;Wiesbauer;1385;43
Maler;Modsching;811;43
Maler;Aurora;0;43
Maler;Schützeberg;0;43
Maler;A&O Voichuk;0;43
Maler;Wiesbauer;1385;44
Maler;Modsching;811;44
Maler;Aurora;0;44
Maler;Schützeberg;0;44
Maler;A&O Voichuk;0;44
Maler;Wiesbauer;1385;45
Maler;Modsching;811;45
Maler;Aurora;0;45
Maler;Schützeberg;0;45
Maler;A&O Voichuk;0;45
Maler;Wiesbauer;1385;46
Maler;Modsching;811;46
Maler;Aurora;0;46
Maler;Schützeberg;0;46
Maler;A&O Voichuk;0;46
Maler;Wiesbauer;1385;47
Maler;Modsching;811;47
Maler;Aurora;0;47
Maler;Schützeberg;0;47
Maler;A&O Voichuk;0;47
Maler;Wiesbauer;1385;48
Maler;Modsching;811;48
Maler;Aurora;0;48
Maler;Schützeberg;0;48
Maler;A&O Voichuk;0;48
Maler;Wiesbauer;1385;49
Maler;Modsching;811;49
Maler;Aurora;0;49
Maler;Schützeberg;0;49
Maler;A&O Voichuk;0;49
Maler;Wiesbauer;1385;50
Maler;Modsching;811;50
Maler;Aurora;0;50
Maler;Heidemann;0;50
Maler;A&O Voichuk;0;50
Maler;Schützeberg;0;50
Maler;Wiesbauer;1385;51
Maler;Modsching;811;51
Maler;Aurora;0;51
Maler;Heidemann;0;51
Maler;A&O Voichuk;0;51
Maler;Schützeberg;0;51
Maler;Wiesbauer;1385;52
Maler;Modsching;811;52
Maler;Aurora;0;52
Maler;Heidemann;0;52
Maler;A&O Voichuk;0;52
Maler;Wiesbauer;1385;53
Maler;Modsching;811;53
Maler;Aurora;0;53
Maler;Heidemann;0;53
Maler;A&O Voichuk;0;53
Maler;Wiesbauer;1385;54
Maler;Modsching;811;54
Maler;Aurora;0;54
Maler;A&O Voichuk;0;54
Maler;Wiesbauer;1385;55
Maler;Modsching;811;55
Maler;Aurora;0;55
Maler;Tanriverdi;1979;55
Maler;A&O Voichuk;0;55
Maler;Wiesbauer;1385;56
Maler;Modsching;811;56
Maler;Aurora;0;56
Maler;Heidemann;0;56
Maler;A&O Voichuk;0;56
Maler;Tanriverdi;1979;56
Maler;Wiesbauer;1385;57
Maler;Modsching;811;57
Maler;Aurora;0;57
Maler;Tanriverdi;1979;57
Maler;A&O Voichuk;0;57
Maler;Wiesbauer;1385;58
Maler;Modsching;811;58
Maler;Aurora;0;58
Maler;A&O Voichuk;0;58
Maler;Wiesbauer;1385;59
Maler;Modsching;811;59
Maler;Aurora;0;59
Maler;A&O Voichuk;0;59
Maler;Modsching;811;60
Maler;Wiesbauer;1385;60
Maler;Done;1374;60
Maler;Tanriverdi;1979;60
Maler;A&O Voichuk;0;60
Maler;Modsching;811;61
Maler;Wiesbauer;1385;61
Maler;Done;1374;61
Maler;Tanriverdi;1979;61
Maler;A&O Voichuk;0;61
Maler;Modsching;811;62
Maler;Wiesbauer;1385;62
Maler;Done;1374;62
Maler;Tanriverdi;1979;62
Maler;A&O Voichuk;0;62
Maler;Modsching;811;63
Maler;Done;1374;63
Maler;ARC;1701;63
Maler;Tanriverdi;1979;63
Maler;A&O Voichuk;0;63
Maler;Modsching;811;64
Maler;Wiesbauer;1385;64
Maler;Done;1374;64
Maler;Tanriverdi;1979;64
Maler;A&O Voichuk;0;64
Maler;Modsching;811;65
Maler;Wiesbauer;1385;65
Maler;Done;1374;65
Maler;Tanriverdi;1979;65
Maler;A&O Voichuk;0;65
Maler;Wiesbauer;1385;66
Maler;Modsching;811;66
Maler;A&O Voichuk;0;66
Maler;Modsching;811;67
Maler;Done;1374;67
Maler;A&O Voichuk;0;67
Maler;Modsching;811;68
Maler;Done;1374;68
Maler;KW HomeDesign;0;68
Maler;A&O Voichuk;0;68
Maler;Modsching;811;69
Maler;Done;1374;69
Maler;KW HomeDesign;0;69
Maler;A&O Voichuk;0;69
Maler;Modsching;811;70
Maler;Bobusch;1916;70
Maler;Done;1374;70
Maler;KW HomeDesign;0;70
Maler;A&O Voichuk;0;70
Maler;Modsching;811;71
Maler;Bobusch;1916;71
Maler;Done;1374;71
Maler;KW HomeDesign;0;71
Maler;A&O Voichuk;0;71
Maler;Buhmann;1758;72
Maler;Bobusch;1916;72
Maler;Modsching;811;72
Maler;Done;1374;72
Maler;A&O Voichuk;0;72
Maler;KW HomeDesign;0;72
Maler;Modsching;811;73
Maler;Bobusch;1916;73
Maler;Done;1374;73
Maler;KW HomeDesign;0;73
Maler;A&O Voichuk;0;73
Maler;Modsching;811;74
Maler;Bobusch;1916;74
Maler;Done;1374;74
Maler;KW HomeDesign;0;74
Maler;A&O Voichuk;0;74
Maler;Modsching;811;75
Maler;Bobusch;1916;75
Maler;Done;1374;75
Maler;KW HomeDesign;0;75
Maler;A&O Voichuk;0;75
Maler;Modsching;811;76
Maler;Bobusch;1916;76
Maler;Done;1374;76
Maler;KW HomeDesign;0;76
Maler;A&O Voichuk;0;76
Maler;KW HomeDesign;0;77
Maler;Done;1374;77
Maler;Modsching;811;77
Maler;A&O Voichuk;0;77
Maler;Buhmann;1758;78
Maler;Done;1374;78
Maler;Modsching;811;78
Maler;KW HomeDesign;0;78
Maler;A&O Voichuk;0;78
Maler;KW HomeDesign;0;79
Maler;Done;1374;79
Maler;Modsching;811;79
Maler;A&O Voichuk;0;79
Maler;Done;1374;80
Maler;Modsching;811;80
Maler;KW HomeDesign;0;80
Maler;A&O Voichuk;0;80
Maler;Done;1374;81
Maler;Modsching;811;81
Maler;KW HomeDesign;0;81
Maler;A&O Voichuk;0;81
Maler;Done;1374;82
Maler;Modsching;811;82
Maler;KW HomeDesign;0;82
Maler;A&O Voichuk;0;82
Maler;Done;1374;83
Maler;Modsching;811;83
Maler;KW HomeDesign;0;83
Maler;A&O Voichuk;0;83
Maler;Done;1374;84
Maler;Modsching;811;84
Maler;KW HomeDesign;0;84
Maler;A&O Voichuk;0;84
Maler;Done;1374;85
Maler;Modsching;811;85
Maler;Materne;1917;85
Maler;KW HomeDesign;0;85
Maler;A&O Voichuk;0;85
Maler;Done;1374;86
Maler;Buhmann;1758;86
Maler;Bobusch;1916;86
Maler;Materne;1917;86
Maler;A&O Voichuk;0;86
Maler;KW HomeDesign;0;86
Maler;Done;1374;87
Maler;Buhmann;1758;87
Maler;KW HomeDesign;0;87
Maler;A&O Voichuk;0;87
Maler;Buhmann;1758;88
Maler;Done;1374;88
Maler;Bobusch;1916;88
Maler;KW HomeDesign;0;88
Maler;A&O Voichuk;0;88
Maler;Done;1374;89
Maler;Modsching;811;89
Maler;Buhmann;1758;89
Maler;Bobusch;1916;89
Maler;A&O Voichuk;0;89
Maler;KW HomeDesign;0;89
Maler;Done;1374;90
Maler;Modsching;811;90
Maler;Materne;1917;90
Maler;KW HomeDesign;0;90
Maler;A&O Voichuk;0;90
Maler;Done;1374;91
Maler;Modsching;811;91
Maler;Materne;1917;91
Maler;KW HomeDesign;0;91
Maler;A&O Voichuk;0;91
Maler;Done;1374;92
Maler;Modsching;811;92
Maler;Materne;1917;92
Maler;KW HomeDesign;0;92
Maler;A&O Voichuk;0;92
Maler;Done;1374;93
Maler;Modsching;811;93
Maler;Materne;1917;93
Maler;KW HomeDesign;0;93
Maler;A&O Voichuk;0;93
Maler;Done;1374;94
Maler;Modsching;811;94
Maler;Materne;1917;94
Maler;KW HomeDesign;0;94
Maler;A&O Voichuk;0;94
Maler;Modsching;811;95
Maler;Grießbach;945;95
Maler;Done;1374;95
Maler;Materne;1917;95
Maler;A&O Voichuk;0;95
Maler;Modsching;811;96
Maler;Grießbach;945;96
Maler;Done;1374;96
Maler;Materne;1917;96
Maler;A&O Voichuk;0;96
Maler;Modsching;811;97
Maler;Done;1374;97
Maler;ARC;1701;97
Maler;Materne;1917;97
Maler;A&O Voichuk;0;97
Maler;Modsching;811;98
Maler;Materne;1917;98
Maler;A&O Voichuk;0;98
Maler;Modsching;811;99
Maler;Wiesbauer;1385;99
Maler;Materne;1917;99
Maler;A&O Voichuk;0;99
Maler;Gouvener & Krewer;0;LUX
Maler;A&O Voichuk;0;LUX
Bodenleger;Grießbach;945;01
Bodenleger;Seyfahrt;0;01
Bodenleger;Grießbach;945;02
Bodenleger;Grießbach;945;03
Bodenleger;Scheibe;0;03
Bodenleger;Grießbach;945;04
Bodenleger;Seyfahrt;0;04
Bodenleger;Grießbach;945;05
Bodenleger;Seyfahrt;0;05
Bodenleger;Grießbach;945;06
Bodenleger;Seyfahrt;0;06
Bodenleger;Grießbach;945;07
Bodenleger;Seyfahrt;0;07
Bodenleger;Grießbach;945;08
Bodenleger;Seyfahrt;0;08
Bodenleger;Grießbach;945;09
Bodenleger;Seyfahrt;0;09
Bodenleger;Scheibe;0;10
Bodenleger;Sadler;1129;10
Bodenleger;Scheibe;0;11
Bodenleger;Sadler;1129;11
Bodenleger;Scheibe;0;12
Bodenleger;Sadler;1129;12
Bodenleger;Scheibe;0;13
Bodenleger;Sadler;1129;13
Bodenleger;Scheibe;0;14
Bodenleger;Sadler;1129;14
Bodenleger;Scheibe;0;15
Bodenleger;Sadler;1129;15
Bodenleger;Scheibe;0;16
Bodenleger;Sadler;1129;16
Bodenleger;Molt;1893;17
Bodenleger;Sadler;1129;17
Bodenleger;Molt;1893;18
Bodenleger;Sadler;1129;18
Bodenleger;Molt;1893;19
Bodenleger;Sadler;1129;19
Bodenleger;Molt;1893;20
Bodenleger;Sadler;1129;20
Bodenleger;Molt;1893;21
Bodenleger;Sadler;1129;21
Bodenleger;Molt;1893;22
Bodenleger;Sadler;1129;22
Bodenleger;Molt;1893;23
Bodenleger;Sadler;1129;23
Bodenleger;Molt;1893;24
Bodenleger;Sadler;1129;24
Bodenleger;Molt;1893;25
Bodenleger;Sadler;1129;25
Bodenleger;Sadler;1129;26
Bodenleger;Sadler;1129;27
Bodenleger;Sadler;1129;28
Bodenleger;Sadler;1129;29
Bodenleger;Sadler;1129;30
Bodenleger;Sadler;1129;31
Bodenleger;Sadler;1129;32
Bodenleger;Sadler;1129;33
Bodenleger;Gärtner;1237,99;34
Bodenleger;Sadler;1129;34
Bodenleger;Gärtner;1237,99;35
Bodenleger;Sadler;1129;35
Bodenleger;Gärtner;1237,99;36
Bodenleger;Sadler;1129;36
Bodenleger;Seyfahrt;0;37
Bodenleger;Sadler;1129;37
Bodenleger;Seyfahrt;0;38
Bodenleger;Sadler;1129;38
Bodenleger;Sadler;1129;39
Bodenleger;Sadler;1129;40
Bodenleger;Sadler;1129;41
Bodenleger;Sadler;1129;42
Bodenleger;Sadler;1129;43
Bodenleger;Sadler;1129;44
Bodenleger;Sadler;1129;45
Bodenleger;Sadler;1129;46
Bodenleger;Sadler;1129;47
Bodenleger;Sadler;1129;48
Bodenleger;Sadler;1129;49
Bodenleger;Sadler;1129;50
Bodenleger;Sadler;1129;51
Bodenleger;Sadler;1129;52
Bodenleger;Sadler;1129;53
Bodenleger;Sadler;1129;54
Bodenleger;Gärtner;1237,99;55
Bodenleger;Sadler;1129;55
Bodenleger;Sadler;1129;56
Bodenleger;Gärtner;1237,99;56
Bodenleger;Sadler;1129;57
Bodenleger;Gärtner;1237,99;57
Bodenleger;Sadler;1129;58
Bodenleger;Sadler;1129;59
Bodenleger;Gärtner;1237,99;60
Bodenleger;Sadler;1129;60
Bodenleger;Gärtner;1237,99;61
Bodenleger;Sadler;1129;61
Bodenleger;Gärtner;1237,99;62
Bodenleger;Sadler;1129;62
Bodenleger;Gärtner;1237,99;63
Bodenleger;Sadler;1129;63
Bodenleger;Gärtner;1237,99;64
Bodenleger;Sadler;1129;64
Bodenleger;Gärtner;1237,99;65
Bodenleger;Sadler;1129;65
Bodenleger;Brandt;1447,961;66
Bodenleger;Gärtner;1237,99;66
Bodenleger;Sadler;1129;66
Bodenleger;Brandt;1447,961;67
Bodenleger;Gärtner;1237,99;67
Bodenleger;Sadler;1129;67
Bodenleger;Brandt;1447,961;68
Bodenleger;Gärtner;1237,99;68
Bodenleger;KW HomeDesign;0;68
Bodenleger;Brandt;1447,961;69
Bodenleger;Gärtner;1237,99;69
Bodenleger;KW HomeDesign;0;69
Bodenleger;Brandt;1447,961;70
Bodenleger;Schöck;1500;70
Bodenleger;KW HomeDesign;0;70
Bodenleger;Brandt;1447,961;71
Bodenleger;Schöck;1500;71
Bodenleger;KW HomeDesign;0;71
Bodenleger;Brandt;1447,961;72
Bodenleger;Schöck;1500;72
Bodenleger;KW HomeDesign;0;72
Bodenleger;Brandt;1447,961;73
Bodenleger;Schöck;1500;73
Bodenleger;KW HomeDesign;0;73
Bodenleger;Brandt;1447,961;74
Bodenleger;Gärtner;1237,99;74
Bodenleger;KW HomeDesign;0;74
Bodenleger;Brandt;1447,961;75
Bodenleger;KW HomeDesign;0;75
Bodenleger;Brandt;1447,961;76
Bodenleger;KW HomeDesign;0;76
Bodenleger;Brandt;1447,961;77
Bodenleger;KW HomeDesign;0;77
Bodenleger;Brandt;1447,961;78
Bodenleger;KW HomeDesign;0;78
Bodenleger;Brandt;1447,961;79
Bodenleger;KW HomeDesign;0;79
Bodenleger;Brandt;1447,961;80
Bodenleger;KW HomeDesign;0;80
Bodenleger;Brandt;1447,961;81
Bodenleger;KW HomeDesign;0;81
Bodenleger;Brandt;1447,961;82
Bodenleger;KW HomeDesign;0;82
Bodenleger;Brandt;1447,961;83
Bodenleger;KW HomeDesign;0;83
Bodenleger;Brandt;1447,961;84
Bodenleger;KW HomeDesign;0;84
Bodenleger;Brandt;1447,961;85
Bodenleger;KW HomeDesign;0;85
Bodenleger;Brandt;1447,961;86
Bodenleger;KW HomeDesign;0;86
Bodenleger;Brandt;1447,961;87
Bodenleger;KW HomeDesign;0;87
Bodenleger;Brandt;1447,961;88
Bodenleger;KW HomeDesign;0;88
Bodenleger;Brandt;1447,961;89
Bodenleger;KW HomeDesign;0;89
Bodenleger;Brandt;1447,961;90
Bodenleger;KW HomeDesign;0;90
Bodenleger;Brandt;1447,961;91
Bodenleger;KW HomeDesign;0;91
Bodenleger;Brandt;1447,961;92
Bodenleger;KW HomeDesign;0;92
Bodenleger;Brandt;1447,961;93
Bodenleger;KW HomeDesign;0;93
Bodenleger;Brandt;1447,961;94
Bodenleger;KW HomeDesign;0;94
Bodenleger;Grießbach;945;95
Bodenleger;Seyfahrt;0;95
Bodenleger;Gärtner;1237,99;96
Bodenleger;Grießbach;945;96
Bodenleger;Gärtner;1237,99;97
Bodenleger;Seyfahrt;0;98
Bodenleger;Grießbach;945;98
Bodenleger;Seyfahrt;0;99
Bodenleger;Grießbach;945;99
Bodenleger;Sadler;1129;LUX
H_L_S;Schumann;0;01
H_L_S;Schumann;0;02
H_L_S;Schumann;0;03
H_L_S;Schumann;0;04
H_L_S;Schumann;0;05
H_L_S;Schumann;0;06
H_L_S;Schumann;0;07
H_L_S;Schumann;0;08
H_L_S;Schumann;0;09
H_L_S;Schumann;0;10
H_L_S;Schumann;0;11
H_L_S;Schumann;0;12
H_L_S;Schumann;0;13
H_L_S;Schumann;0;14
H_L_S;Schumann;0;15
H_L_S;Schumann;0;16
H_L_S;Schumann;0;17
H_L_S;Schumann;0;18
H_L_S;Schumann;0;19
H_L_S;Schumann;0;20
H_L_S;Schumann;0;21
H_L_S;Schumann;0;22
H_L_S;Schumann;0;23
H_L_S;Schumann;0;24
H_L_S;Schumann;0;25
H_L_S;Schumann;0;26
H_L_S;Schumann;0;27
H_L_S;Schumann;0;28
H_L_S;Schumann;0;29
H_L_S;Schumann;0;30
H_L_S;Schumann;0;31
H_L_S;Schumann;0;32
H_L_S;Schumann;0;33
H_L_S;Schumann;0;34
H_L_S;Heidelmeier;422;34
H_L_S;Müller;713091;34
H_L_S;Schumann;0;35
H_L_S;Heidelmeier;422;35
H_L_S;Müller;713091;35
H_L_S;Schumann;0;36
H_L_S;Heidelmeier;422;36
H_L_S;Müller;713091;36
H_L_S;Schumann;0;37
H_L_S;Schumann;0;38
H_L_S;Schumann;0;39
H_L_S;Schumann;0;40
H_L_S;Krämer Brull;0;40
H_L_S;Schumann;0;41
H_L_S;Krämer Brull;0;41
H_L_S;Schumann;0;42
H_L_S;Krämer Brull;0;42
H_L_S;Schumann;0;43
H_L_S;Krämer Brull;0;43
H_L_S;Schumann;0;44
H_L_S;Krämer Brull;0;44
H_L_S;Schumann;0;45
H_L_S;Krämer Brull;0;45
H_L_S;Schumann;0;46
H_L_S;Krämer Brull;0;46
H_L_S;Schumann;0;47
H_L_S;Krämer Brull;0;47
H_L_S;Schumann;0;48
H_L_S;Krämer Brull;0;48
H_L_S;Schumann;0;49
H_L_S;Krämer Brull;0;49
H_L_S;Schumann;0;50
H_L_S;Krämer Brull;0;50
H_L_S;Schumann;0;51
H_L_S;Krämer Brull;0;51
H_L_S;Schumann;0;52
H_L_S;Krämer Brull;0;52
H_L_S;Schumann;0;53
H_L_S;Krämer Brull;0;53
H_L_S;Schumann;0;54
H_L_S;Krämer Brull;0;54
H_L_S;Schumann;0;55
H_L_S;Krämer Brull;0;55
H_L_S;Schumann;0;56
H_L_S;Krämer Brull;0;56
H_L_S;Schumann;0;57
H_L_S;Krämer Brull;0;57
H_L_S;Schumann;0;58
H_L_S;Krämer Brull;0;58
H_L_S;Schumann;0;59
H_L_S;Schumann;0;60
H_L_S;Schumann;0;61
H_L_S;Heidelmeier;422;61
H_L_S;Müller;713091;61
H_L_S;Schumann;0;62
H_L_S;Heidelmeier;422;62
H_L_S;Müller;713091;62
H_L_S;Schumann;0;63
H_L_S;Heidelmeier;422;63
H_L_S;Müller;713091;63
H_L_S;Schumann;0;64
H_L_S;Heidelmeier;422;64
H_L_S;Müller;713091;64
H_L_S;Schumann;0;65
H_L_S;Heidelmeier;422;65
H_L_S;Müller;713091;65
H_L_S;Schumann;0;66
H_L_S;Schumann;0;67
H_L_S;Schumann;0;68
H_L_S;Müller;713091;68
H_L_S;Schumann;0;69
H_L_S;Müller;713091;69
H_L_S;Schumann;0;70
H_L_S;Schumann;0;71
H_L_S;Müller;713091;71
H_L_S;Schumann;0;72
H_L_S;Schumann;0;73
H_L_S;Müller;713091;73
H_L_S;Schumann;0;74
H_L_S;Heidelmeier;422;74
H_L_S;Müller;713091;74
H_L_S;Schumann;0;75
H_L_S;Müller;713091;75
H_L_S;Schumann;0;76
H_L_S;Müller;713091;76
H_L_S;Schumann;0;77
H_L_S;Schumann;0;78
H_L_S;Schumann;0;79
H_L_S;Schumann;0;80
H_L_S;Müller;713091;80
H_L_S;Schumann;0;81
H_L_S;Müller;713091;81
H_L_S;Schumann;0;82
H_L_S;Müller;713091;82
H_L_S;Schumann;0;83
H_L_S;Müller;713091;83
H_L_S;Schumann;0;84
H_L_S;Müller;713091;84
H_L_S;Schumann;0;85
H_L_S;Müller;713091;85
H_L_S;Schumann;0;86
H_L_S;Müller;713091;86
H_L_S;Schumann;0;87
H_L_S;Müller;713091;87
H_L_S;Schumann;0;88
H_L_S;Müller;713091;88
H_L_S;Schumann;0;89
H_L_S;Müller;713091;89
H_L_S;Schumann;0;90
H_L_S;Heidelmeier;422;90
H_L_S;Müller;713091;90
H_L_S;Schumann;0;91
H_L_S;Heidelmeier;422;91
H_L_S;Müller;713091;91
H_L_S;Schumann;0;92
H_L_S;Heidelmeier;422;92
H_L_S;Müller;713091;92
H_L_S;Schumann;0;93
H_L_S;Heidelmeier;422;93
H_L_S;Müller;713091;93
H_L_S;Schumann;0;94
H_L_S;Müller;713091;94
H_L_S;Schumann;0;95
H_L_S;Müller;713091;95
H_L_S;Schumann;0;96
H_L_S;Müller;713091;96
H_L_S;Schumann;0;97
H_L_S;Heidelmeier;422;97
H_L_S;Müller;713091;97
H_L_S;Schumann;0;98
H_L_S;Müller;713091;98
H_L_S;Schumann;0;99
H_L_S;Müller;713091;99
H_L_S;Heidelmeier;422;LUX
Sanitär;Schumann;0;01
Sanitär;Schumann;0;02
Sanitär;Schumann;0;03
Sanitär;Schumann;0;04
Sanitär;Schumann;0;05
Sanitär;Schumann;0;06
Sanitär;Schumann;0;07
Sanitär;Schumann;0;08
Sanitär;Schumann;0;09
Sanitär;Schumann;0;10
Sanitär;Schumann;0;11
Sanitär;Schumann;0;12
Sanitär;Schumann;0;13
Sanitär;Schumann;0;14
Sanitär;Schumann;0;15
Sanitär;Schumann;0;16
Sanitär;Schumann;0;17
Sanitär;Schumann;0;18
Sanitär;Schumann;0;19
Sanitär;Schumann;0;20
Sanitär;Schumann;0;21
Sanitär;Schumann;0;22
Sanitär;Schumann;0;23
Sanitär;Schumann;0;24
Sanitär;Schumann;0;25
Sanitär;Schumann;0;26
Sanitär;Schumann;0;27
Sanitär;Schumann;0;28
Sanitär;Schumann;0;29
Sanitär;Schumann;0;30
Sanitär;Schumann;0;31
Sanitär;Schumann;0;32
Sanitär;Schumann;0;33
Sanitär;Schumann;0;34
Sanitär;Heidelmeier;422;34
Sanitär;Müller;713091;34
Sanitär;Schumann;0;35
Sanitär;Heidelmeier;422;35
Sanitär;Müller;713091;35
Sanitär;Schumann;0;36
Sanitär;Heidelmeier;422;36
Sanitär;Müller;713091;36
Sanitär;Schumann;0;37
Sanitär;Schumann;0;38
Sanitär;Schumann;0;39
Sanitär;Schumann;0;40
Sanitär;Krämer Brull;0;40
Sanitär;Schumann;0;41
Sanitär;Krämer Brull;0;41
Sanitär;Schumann;0;42
Sanitär;Krämer Brull;0;42
Sanitär;Schumann;0;43
Sanitär;Krämer Brull;0;43
Sanitär;Schumann;0;44
Sanitär;Krämer Brull;0;44
Sanitär;Schumann;0;45
Sanitär;Krämer Brull;0;45
Sanitär;Schumann;0;46
Sanitär;Krämer Brull;0;46
Sanitär;Schumann;0;47
Sanitär;Krämer Brull;0;47
Sanitär;Schumann;0;48
Sanitär;Krämer Brull;0;48
Sanitär;Schumann;0;49
Sanitär;Krämer Brull;0;49
Sanitär;Schumann;0;50
Sanitär;Krämer Brull;0;50
Sanitär;Schumann;0;51
Sanitär;Krämer Brull;0;51
Sanitär;Schumann;0;52
Sanitär;Krämer Brull;0;52
Sanitär;Schumann;0;53
Sanitär;Krämer Brull;0;53
Sanitär;Schumann;0;54
Sanitär;Krämer Brull;0;54
Sanitär;Schumann;0;55
Sanitär;Krämer Brull;0;55
Sanitär;Schumann;0;56
Sanitär;Krämer Brull;0;56
Sanitär;Schumann;0;57
Sanitär;Krämer Brull;0;57
Sanitär;Schumann;0;58
Sanitär;Krämer Brull;0;58
Sanitär;Schumann;0;59
Sanitär;Schumann;0;60
Sanitär;Schumann;0;61
Sanitär;Heidelmeier;422;61
Sanitär;Müller;713091;61
Sanitär;Schumann;0;62
Sanitär;Heidelmeier;422;62
Sanitär;Müller;713091;62
Sanitär;Schumann;0;63
Sanitär;Heidelmeier;422;63
Sanitär;Müller;713091;63
Sanitär;Schumann;0;64
Sanitär;Heidelmeier;422;64
Sanitär;Müller;713091;64
Sanitär;Schumann;0;65
Sanitär;Heidelmeier;422;65
Sanitär;Müller;713091;65
Sanitär;Schumann;0;66
Sanitär;Schumann;0;67
Sanitär;Schumann;0;68
Sanitär;Müller;713091;68
Sanitär;Schumann;0;69
Sanitär;Müller;713091;69
Sanitär;Schumann;0;70
Sanitär;Schumann;0;71
Sanitär;Müller;713091;71
Sanitär;Schumann;0;72
Sanitär;Schumann;0;73
Sanitär;Müller;713091;73
Sanitär;Schumann;0;74
Sanitär;Heidelmeier;422;74
Sanitär;Müller;713091;74
Sanitär;Schumann;0;75
Sanitär;Müller;713091;75
