Gewerk;Unternehmen;PPS_Nummer;PLZ
Erdsonden;Bunse;1605;34
Erdsonden;Geo-Bohrtechnik;0;34
Erdsonden;Erdwärmebohrer;1229;34
Erdsonden;Bunse;1605;35
Erdsonden;Geo-Bohrtechnik;0;35
Erdsonden;Erdwärmebohrer;1229;35
Erdsonden;Bunse;1605;36
Erdsonden;Geo-Bohrtechnik;0;36
Erdsonden;Erdwärmebohrer;1229;36
Erdsonden;Bunse;1605;37
Erdsonden;Erdwärmebohrer;1229;37
Erdsonden;Bunse;1605;38
Erdsonden;Erdwärmebohrer;1229;38
Erdsonden;Gross;1693;38
Erdsonden;Bunse;1605;39
Erdsonden;Erdwärmebohrer;1229;39
Erdsonden;Gross;1693;39
Erdsonden;Erdwärmebohrer;1229;40
Erdsonden;Bunse;1605;40
Erdsonden;Knüsting;0;40
Erdsonden;Erdwärmebohrer;1229;41
Erdsonden;Bunse;1605;41
Erdsonden;Knüsting;0;41
Erdsonden;Erdwärmebohrer;1229;42
Erdsonden;Bunse;1605;42
Erdsonden;Knüsting;0;42
Erdsonden;Erdwärmebohrer;1229;43
Erdsonden;Bunse;1605;43
Erdsonden;Knüsting;0;43
Erdsonden;Erdwärmebohrer;1229;44
Erdsonden;Bunse;1605;44
Erdsonden;Knüsting;0;44
Erdsonden;Erdwärmebohrer;1229;45
Erdsonden;Bunse;1605;45
Erdsonden;Knüsting;0;45
Erdsonden;Erdwärmebohrer;1229;46
Erdsonden;Bunse;1605;46
Erdsonden;Knüsting;0;46
Erdsonden;Erdwärmebohrer;1229;47
Erdsonden;Bunse;1605;47
Erdsonden;Knüsting;0;47
Erdsonden;Erdwärmebohrer;1229;48
Erdsonden;Bunse;1605;48
Erdsonden;Knüsting;0;48
Erdsonden;Sadurski;0;48
Erdsonden;Erdwärmebohrer;1229;49
Erdsonden;Bunse;1605;49
Erdsonden;Sadurski;0;49
Erdsonden;Bunse;1605;50
Erdsonden;Erdwärmebohrer;1229;50
Erdsonden;Bunse;1605;51
Erdsonden;Erdwärmebohrer;1229;51
Erdsonden;Bunse;1605;52
Erdsonden;Erdwärmebohrer;1229;52
Erdsonden;Bunse;1605;53
Erdsonden;Erdwärmebohrer;1229;53
Erdsonden;Bunse;1605;54
Erdsonden;Erdwärmebohrer;1229;54
Erdsonden;Hölker;1389;54
Erdsonden;Bunse;1605;55
Erdsonden;Erdwärmebohrer;1229;55
Erdsonden;Hölker;1389;55
Erdsonden;Bunse;1605;56
Erdsonden;Erdwärmebohrer;1229;56
Erdsonden;Bunse;1605;57
Erdsonden;Erdwärmebohrer;1229;57
Erdsonden;Bunse;1605;58
Erdsonden;Erdwärmebohrer;1229;58
Erdsonden;Bunse;1605;59
Erdsonden;Erdwärmebohrer;1229;59
Erdsonden;Geo-Bohrtechnik;0;60
Erdsonden;Bunse;1605;60
Erdsonden;Kunkel;0;60
Erdsonden;Handke;1566;60
Erdsonden;Geo-Bohrtechnik;0;61
Erdsonden;Bunse;1605;61
Erdsonden;Kunkel;0;61
Erdsonden;Handke;1566;61
Erdsonden;Geo-Bohrtechnik;0;62
Erdsonden;Bunse;1605;62
Erdsonden;Kunkel;0;62
Erdsonden;Handke;1566;62
Erdsonden;Geo-Bohrtechnik;0;63
Erdsonden;Bunse;1605;63
Erdsonden;Kunkel;0;63
Erdsonden;Handke;1566;63
Erdsonden;Geo-Bohrtechnik;0;64
Erdsonden;Bunse;1605;64
Erdsonden;Kunkel;0;64
Erdsonden;Handke;1566;64
Erdsonden;Geo-Bohrtechnik;0;65
Erdsonden;Bunse;1605;65
Erdsonden;Kunkel;0;65
Erdsonden;Handke;1566;65
Erdsonden;Bunse;1605;66
Erdsonden;Hölker;1389;66
Erdsonden;Bunse;1605;67
Erdsonden;Hölker;1389;67
Erdsonden;Bunse;1605;68
Erdsonden;Kunkel;0;68
Erdsonden;Bunse;1605;69
Erdsonden;Kunkel;0;69
Erdsonden;BTR Roßwag;0;70
Erdsonden;Bunse;1605;70
Erdsonden;BTR Roßwag;0;71
Erdsonden;Bunse;1605;71
Erdsonden;Bunse;1605;72
Erdsonden;Koch;602,1186;72
Erdsonden;Bunse;1605;73
Erdsonden;Bunse;1605;74
Erdsonden;BTR Roßwag;0;75
Erdsonden;Bunse;1605;76
Erdsonden;Bunse;1605;77
Erdsonden;Bunse;1605;78
Erdsonden;Koch;602,1186;78
Erdsonden;Bunse;1605;79
Erdsonden;Bunse;1605;80
Erdsonden;Engel;0;80
Erdsonden;Mayer;0;80
Erdsonden;Vögerl & Wilks;0;80
Erdsonden;Bunse;1605;81
Erdsonden;Engel;0;81
Erdsonden;Mayer;0;81
Erdsonden;Vögerl & Wilks;0;81
Erdsonden;Bunse;1605;82
Erdsonden;Mayer;0;82
Erdsonden;Vögerl & Wilks;0;82
Erdsonden;Sinvelop;0;82
Erdsonden;Bunse;1605;83
Erdsonden;Mayer;0;83
Erdsonden;Vögerl & Wilks;0;83
Erdsonden;Sinvelop;0;83
Erdsonden;Bunse;1605;84
Erdsonden;Engel;0;84
Erdsonden;Vögerl & Wilks;0;84
Erdsonden;Bunse;1605;85
Erdsonden;Engel;0;85
Erdsonden;Vögerl & Wilks;0;85
Erdsonden;Bunse;1605;86
Erdsonden;Engel;0;86
Erdsonden;Vögerl & Wilks;0;86
Erdsonden;Bunse;1605;87
Erdsonden;Vögerl & Wilks;0;87
Erdsonden;Bunse;1605;88
Erdsonden;Vögerl & Wilks;0;88
Erdsonden;Bunse;1605;89
Erdsonden;Engel;0;89
Erdsonden;Vögerl & Wilks;0;89
Erdsonden;Bunse;1605;90
Erdsonden;Engel;0;90
Erdsonden;Kern;1549;90
Erdsonden;Vögerl & Wilks;0;90
Erdsonden;Bunse;1605;91
Erdsonden;Kern;1549;91
Erdsonden;Vögerl & Wilks;0;91
Erdsonden;Bunse;1605;92
Erdsonden;Engel;0;92
Erdsonden;Kern;1549;92
Erdsonden;Vögerl & Wilks;0;92
Erdsonden;Bunse;1605;93
Erdsonden;Kosak;0;93
Erdsonden;Engel;0;93
Erdsonden;Vögerl & Wilks;0;93
Erdsonden;Bunse;1605;94
Erdsonden;Kosak;0;94
Erdsonden;Vögerl & Wilks;0;94
Erdsonden;Bunse;1605;95
Erdsonden;Engel;0;95
Erdsonden;Kern;1549;95
Erdsonden;Vögerl & Wilks;0;95
Erdsonden;Bunse;1605;96
Erdsonden;Kern;1549;96
Erdsonden;Vögerl & Wilks;0;96
Erdsonden;Bunse;1605;97
Erdsonden;Bunse;1605;98
Erdsonden;Protze;1452;98
Erdsonden;Bunse;1605;99
Erdsonden;Protze;1452;99
